department,Year,Round1,Round2,Round3,CET,Round1Number,Round2Number,Round3Number,class
2,2022,0.7574,0.75,0.7521,80.53,75,75,75.21,4
2,2022,0.7568,0.75,0.75,95.11,75,75,75,2
2,2022,0.7553,0.75,0.75,95.11,75,75,75,2
2,2022,0.7542,0.75,0.75,97.61,75,75,75,1
2,2022,0.7521,0.75,0.75,80.53,75,75,75,4
2,2022,0.7521,0.7437,0.75,83.67,74.37,74.37,75,3
2,2022,0.75,0.7432,0.7437,83.67,74.32,74.32,74.37,3
2,2022,0.75,0.7426,0.7432,97.61,74.26,74.26,74.32,1
2,2022,0.75,0.7268,0.7353,97.61,72.68,72.68,73.53,1
2,2022,0.75,0.7247,0.7268,90.87,72.47,72.47,72.68,3
2,2022,0.75,0.7242,0.7268,97.61,72.42,72.42,72.68,1
2,2022,0.7437,0.7211,0.7247,97.61,72.11,72.11,72.47,1
2,2022,0.7426,0.7205,0.7211,97.61,72.05,72.05,72.11,1
2,2022,0.7405,0.7189,0.7205,80.53,71.89,71.89,72.05,4
2,2022,0.74,0.7184,0.7184,95.11,71.84,71.84,71.84,2
2,2022,0.7353,0.7168,0.7168,95.11,71.68,71.68,71.68,2
2,2022,0.7337,0.7095,0.7147,80.53,70.95,70.95,71.47,4
2,2022,0.7289,0.7095,0.7095,80.53,70.95,70.95,70.95,4
2,2022,0.7211,0.7089,0.7095,95.11,70.89,70.89,70.95,2
2,2022,0.7211,0.7016,0.7089,80.53,70.16,70.16,70.89,4
2,2022,0.7205,0.7011,0.7021,80.53,70.11,70.11,70.21,4
2,2022,0.7189,0.6958,0.7016,97.61,69.58,69.58,70.16,1
2,2022,0.7126,0.6921,0.6958,95.11,69.21,69.21,69.58,2
2,2022,0.7089,0.6921,0.6921,80.53,69.21,69.21,69.21,4
2,2022,0.7016,0.6921,0.6921,80.53,69.21,69.21,69.21,4
2,2022,0.6926,0.6905,0.6905,97.61,69.05,69.05,69.05,1
2,2022,0.6921,0.69,0.69,95.11,69,69,69,2
2,2022,0.6905,0.6897,0.6897,86.76,68.97,68.97,68.97,3
2,2022,0.6903,0.6726,0.6749,80.53,67.26,67.26,67.49,4
2,2022,0.6865,0.6726,0.6726,97.61,67.26,67.26,67.26,1
2,2022,0.6789,0.6726,0.6726,80.53,67.26,67.26,67.26,4
2,2022,0.6768,0.6711,0.6711,97.61,67.11,67.11,67.11,1
2,2022,0.6749,0.6674,0.6674,97.61,66.74,66.74,66.74,1
2,2022,0.6679,0.6616,0.6616,97.61,66.16,66.16,66.16,1
2,2022,0.6648,0.6576,0.6576,97.61,65.76,65.76,65.76,1
2,2022,0.66,0.6537,0.6537,80.53,65.37,65.37,65.37,4
2,2022,0.6589,0.6531,0.6531,80.53,65.31,65.31,65.31,4
2,2022,0.6576,0.6527,0.6527,95.11,65.27,65.27,65.27,2
2,2022,0.6526,0.6437,0.6526,95.11,64.37,64.37,65.26,2
2,2022,0.6437,0.6424,0.6437,97.61,64.24,64.24,64.37,1
2,2022,0.6374,0.6379,0.6424,90.87,63.79,63.79,64.24,3
2,2022,0.6295,0.6374,0.6379,95.11,63.74,63.74,63.79,2
2,2022,0.6261,0.6345,0.6374,95.11,63.45,63.45,63.74,2
2,2022,0.6061,0.6333,0.6345,80.53,63.33,63.33,63.45,4
2,2022,0.6,0.6261,0.6295,80.53,62.61,62.61,62.95,4
2,2022,0.5491,0.6247,0.6261,95.11,62.47,62.47,62.61,2
2,2022,0.5406,0.619,0.6247,86.76,61.9,61.9,62.47,3
1,2022,0.9287,0.9173,0.9173,92.11,91.73,91.73,91.73,1
1,2022,0.9173,0.9173,0.9171,92.11,91.73,91.73,91.71,1
1,2022,0.9171,0.9171,0.913,92.11,91.71,91.71,91.3,1
1,2022,0.913,0.913,0.9124,92.11,91.3,91.3,91.24,1
1,2022,0.9124,0.9124,0.9114,90.97,91.24,91.24,91.14,2
1,2022,0.9114,0.9114,0.908,90.97,91.14,91.14,90.8,2
1,2022,0.9113,0.908,0.9063,90.97,90.8,90.8,90.63,2
1,2022,0.9023,0.9023,0.9023,78.76,90.23,90.23,90.23,4
1,2022,0.902,0.8874,0.8874,92.11,88.74,88.74,88.74,1
1,2022,0.9013,0.878,0.878,92.11,87.8,87.8,87.8,1
1,2022,0.8874,0.873,0.873,80.39,87.3,87.3,87.3,3
1,2022,0.878,0.8573,0.8573,78.76,85.73,85.73,85.73,4
1,2022,0.873,0.8303,0.8303,87.65,83.03,83.03,83.03,3
4,2022,0.9246,0.9143,0.9143,92.11,91.43,91.43,91.43,1
4,2022,0.9094,0.9088,0.9088,92.11,90.88,90.88,90.88,1
4,2022,0.9088,0.9087,0.9087,92.11,90.87,90.87,90.87,1
4,2022,0.9074,0.9074,0.9074,92.11,90.74,90.74,90.74,1
4,2022,0.9067,0.9067,0.9067,90.67,90.67,90.67,90.67,2
4,2022,0.9051,0.9023,0.9023,90.97,90.23,90.23,90.23,2
4,2022,0.9011,0.8891,0.8891,89.31,88.91,88.91,88.91,2
4,2022,0.9011,0.8744,0.8744,78.76,87.44,87.44,87.44,4
4,2022,0.884,0.8713,0.8713,92.11,87.13,87.13,87.13,1
4,2022,0.878,0.84,0.84,92.11,84,84,84,1
4,2022,0.8713,0.8287,0.8287,80.39,82.87,82.87,82.87,3
4,2022,0.84,0.8006,0.8006,78.76,80.06,80.06,80.06,4
4,2022,0.8287,0.8005,0.8005,87.65,80.05,80.05,80.05,3
2,2022,0.9219,0.9037,0.9037,90.97,90.37,90.37,90.37,2
2,2022,0.8947,0.8947,0.8947,92.11,89.47,89.47,89.47,1
2,2022,0.8889,0.8821,0.8821,78.76,88.21,88.21,88.21,4
2,2022,0.8842,0.8779,0.8779,90.97,87.79,87.79,87.79,2
2,2022,0.8821,0.8768,0.8779,92.11,87.68,87.68,87.79,1
2,2022,0.8811,0.8737,0.8768,92.11,87.37,87.37,87.68,1
2,2022,0.8779,0.8688,0.8737,92.11,86.88,86.88,87.37,1
2,2022,0.8768,0.8668,0.8688,92.11,86.68,86.68,86.88,1
2,2022,0.8763,0.8642,0.8668,87.65,86.42,86.42,86.68,3
2,2022,0.8737,0.8632,0.8642,90.97,86.32,86.32,86.42,2
2,2022,0.8711,0.8632,0.8637,92.11,86.32,86.32,86.37,1
2,2022,0.8688,0.8605,0.8632,90.97,86.05,86.05,86.32,2
2,2022,0.8684,0.8595,0.8632,92.11,85.95,85.95,86.32,1
2,2022,0.8668,0.8563,0.8605,90.97,85.63,85.63,86.05,2
2,2022,0.8642,0.8547,0.8595,92.11,85.47,85.47,85.95,1
2,2022,0.8632,0.8547,0.8547,90.97,85.47,85.47,85.47,2
2,2022,0.8632,0.852,0.8547,92.11,85.2,85.2,85.47,1
2,2022,0.8625,0.8509,0.852,90.97,85.09,85.09,85.2,2
2,2022,0.8621,0.8505,0.8509,92.11,85.05,85.05,85.09,1
2,2022,0.8605,0.85,0.8505,92.11,85,85,85.05,1
2,2022,0.86,0.8495,0.85,92.11,84.95,84.95,85,1
2,2022,0.8595,0.8494,0.8495,92.11,84.94,84.94,84.95,1
2,2022,0.8589,0.8474,0.8494,90.97,84.74,84.74,84.94,2
2,2022,0.8511,0.8468,0.8474,90.97,84.68,84.68,84.74,2
2,2022,0.8505,0.8463,0.8468,78.76,84.63,84.63,84.68,4
2,2022,0.85,0.8458,0.8463,92.11,84.58,84.58,84.63,1
2,2022,0.8495,0.8458,0.8458,92.11,84.58,84.58,84.58,1
2,2022,0.8494,0.8453,0.8458,92.11,84.53,84.53,84.58,1
2,2022,0.8468,0.8442,0.8453,90.97,84.42,84.42,84.53,2
2,2022,0.8453,0.8432,0.8442,92.11,84.32,84.32,84.42,1
2,2022,0.8442,0.8426,0.8432,92.11,84.26,84.26,84.32,1
2,2022,0.8426,0.8426,0.8426,90.97,84.26,84.26,84.26,2
2,2022,0.8426,0.8416,0.8426,92.11,84.16,84.16,84.26,1
2,2022,0.8421,0.84,0.8416,78.76,84,84,84.16,4
2,2022,0.8419,0.8389,0.84,92.11,83.89,83.89,84,1
2,2022,0.8416,0.8384,0.8389,78.76,83.84,83.84,83.89,4
2,2022,0.8333,0.8333,0.8384,90.97,83.33,83.33,83.84,2
2,2022,0.8326,0.8326,0.8326,90.97,83.26,83.26,83.26,2
2,2022,0.8316,0.8326,0.8326,90.97,83.26,83.26,83.26,2
2,2022,0.8305,0.8316,0.8316,87.65,83.16,83.16,83.16,3
2,2022,0.83,0.8316,0.8316,80.39,83.16,83.16,83.16,3
2,2022,0.8274,0.8315,0.8311,90.97,83.15,83.15,83.11,2
2,2022,0.8263,0.8311,0.8305,90.97,83.11,83.11,83.05,2
2,2022,0.8242,0.8305,0.83,90.97,83.05,83.05,83,2
2,2022,0.8242,0.83,0.8274,90.97,83,83,82.74,2
2,2022,0.8237,0.8295,0.8242,90.97,82.95,82.95,82.42,2
2,2022,0.8221,0.8294,0.8242,82.52,82.94,82.94,82.42,3
2,2022,0.82,0.8274,0.8242,78.76,82.74,82.74,82.42,4
2,2022,0.82,0.8242,0.82,82.52,82.42,82.42,82,3
2,2022,0.8189,0.8242,0.82,90.97,82.42,82.42,82,2
2,2022,0.8184,0.8242,0.8189,82.05,82.42,82.42,81.89,2
2,2022,0.818,0.82,0.8184,78.76,82,82,81.84,4
2,2022,0.8174,0.82,0.8179,90.97,82,82,81.79,2
2,2022,0.8168,0.8184,0.8168,80.39,81.84,81.84,81.68,3
2,2022,0.8167,0.8168,0.8167,90.97,81.68,81.68,81.67,2
2,2022,0.8163,0.8168,0.8163,90.97,81.68,81.68,81.63,2
2,2022,0.8105,0.8163,0.8121,78.76,81.63,81.63,81.21,4
2,2022,0.81,0.8121,0.8105,90.97,81.21,81.21,81.05,2
2,2022,0.8089,0.8105,0.81,78.76,81.05,81.05,81,4
2,2022,0.8053,0.81,0.8089,90.97,81,81,80.89,2
2,2022,0.7989,0.8089,0.8053,78.76,80.89,80.89,80.53,4
2,2022,0.7947,0.8053,0.7947,78.76,80.53,80.53,79.47,4
2,2022,0.7947,0.7947,0.7947,87.65,79.47,79.47,79.47,3
2,2022,0.7932,0.7947,0.7932,78.76,79.47,79.47,79.32,4
2,2022,0.7824,0.7932,0.7824,78.76,79.32,79.32,78.24,4
4,2022,0.9129,0.9206,0.9206,92.11,92.06,92.06,92.06,1
4,2022,0.9113,0.9129,0.9129,90.97,91.29,91.29,91.29,2
4,2022,0.9113,0.9113,0.9113,92.11,91.13,91.13,91.13,1
4,2022,0.9109,0.9106,0.9106,92.11,91.06,91.06,91.06,1
4,2022,0.9106,0.9103,0.9103,92.11,91.03,91.03,91.03,1
4,2022,0.9103,0.9081,0.9081,90.97,90.81,90.81,90.81,2
4,2022,0.9081,0.9076,0.9076,90.97,90.76,90.76,90.76,2
4,2022,0.9076,0.9072,0.9072,90.97,90.72,90.72,90.72,2
4,2022,0.9075,0.8971,0.8971,92.11,89.71,89.71,89.71,1
4,2022,0.9072,0.8947,0.8947,90.97,89.47,89.47,89.47,2
4,2022,0.9063,0.8937,0.8937,92.11,89.37,89.37,89.37,1
4,2022,0.8971,0.8713,0.8713,87.65,87.13,87.13,87.13,3
4,2022,0.8947,0.8294,0.8294,82.52,82.94,82.94,82.94,3
4,2022,0.8937,0.7763,0.7763,78.76,77.63,77.63,77.63,4
2,2022,0.8753,0.8753,0.8753,87.53,87.53,87.53,87.53,1
2,2022,0.8268,0.8474,0.8474,87.53,84.74,84.74,84.74,1
2,2022,0.8258,0.8258,0.8258,87.53,82.58,82.58,82.58,1
2,2022,0.8,0.8132,0.8132,75.75,81.32,81.32,81.32,4
2,2022,0.7832,0.8078,0.8116,87.53,80.78,80.78,81.16,1
2,2022,0.7726,0.8,0.8078,87.53,80,80,80.78,1
2,2022,0.7721,0.7726,0.8,75.75,77.26,77.26,80,4
2,2022,0.7642,0.7721,0.7726,75.75,77.21,77.21,77.26,4
2,2022,0.7632,0.7568,0.7721,75.75,75.68,75.68,77.21,4
2,2022,0.7574,0.7526,0.7568,87.53,75.26,75.26,75.68,1
2,2022,0.7526,0.7507,0.7526,75.75,75.07,75.07,75.26,4
2,2022,0.7521,0.75,0.7507,78.87,75,75,75.07,3
2,2022,0.7521,0.75,0.75,87.53,75,75,75,1
2,2022,0.7507,0.7432,0.75,87.53,74.32,74.32,75,1
2,2022,0.75,0.7406,0.75,75.75,74.06,74.06,75,4
2,2022,0.75,0.7389,0.7432,85.21,73.89,73.89,74.32,2
2,2022,0.7432,0.7289,0.7406,87.53,72.89,72.89,74.06,1
2,2022,0.7432,0.7271,0.7389,87.53,72.71,72.71,73.89,1
2,2022,0.7406,0.7242,0.7289,83.65,72.42,72.42,72.89,3
2,2022,0.7405,0.7168,0.7271,87.53,71.68,71.68,72.71,1
2,2022,0.7271,0.7153,0.7153,85.21,71.53,71.53,71.53,2
2,2022,0.7242,0.7058,0.7058,87.53,70.58,70.58,70.58,1
2,2022,0.7237,0.7011,0.7016,87.53,70.11,70.11,70.16,1
2,2022,0.7212,0.6974,0.7011,87.53,69.74,69.74,70.11,1
2,2022,0.712,0.6889,0.6974,87.53,68.89,68.89,69.74,1
2,2022,0.7058,0.6811,0.6905,87.53,68.11,68.11,69.05,1
2,2022,0.7016,0.6753,0.69,75.75,67.53,67.53,69,4
2,2022,0.6974,0.6595,0.6889,87.53,65.95,65.95,68.89,1
2,2022,0.6968,0.6566,0.6811,87.53,65.66,65.66,68.11,1
2,2022,0.6942,0.6547,0.6758,87.53,65.47,65.47,67.58,1
2,2022,0.6926,0.6539,0.6753,85.21,65.39,65.39,67.53,2
2,2022,0.6889,0.6532,0.67,85.21,65.32,65.32,67,2
2,2022,0.6811,0.6511,0.6689,85.21,65.11,65.11,66.89,2
2,2022,0.6805,0.6511,0.6595,80.8,65.11,65.11,65.95,3
2,2022,0.6547,0.6321,0.6547,87.53,63.21,63.21,65.47,1
2,2022,0.6511,0.6316,0.6511,75.75,63.16,63.16,65.11,4
2,2022,0.6321,0.6088,0.6511,87.53,60.88,60.88,65.11,1
2,2022,0.5921,0.5921,0.6321,75.75,59.21,59.21,63.21,4
2,2022,0.5879,0.5879,0.6088,85.21,58.79,58.79,60.88,2
2,2022,0.565,0.5752,0.5921,75.75,57.52,57.52,59.21,4
2,2022,0.5325,0.565,0.5879,85.21,56.5,56.5,58.79,2
4,2022,0.9044,0.9044,0.9044,87.53,90.44,90.44,90.44,1
4,2022,0.8983,0.8983,0.8983,87.53,89.83,89.83,89.83,1
4,2022,0.8914,0.8697,0.8713,87.53,86.97,86.97,87.13,1
4,2022,0.8703,0.8694,0.8697,85.21,86.94,86.94,86.97,2
4,2022,0.8634,0.8669,0.8623,85.21,86.69,86.69,86.23,2
4,2022,0.8538,0.8623,0.8543,87.53,86.23,86.23,85.43,1
4,2022,0.8531,0.8371,0.8371,87.53,83.71,83.71,83.71,1
1,2022,0.944,0.944,0.944,94.4,94.4,94.4,94.4,1
1,2022,0.9167,0.9027,0.9027,94.4,90.27,90.27,90.27,1
1,2022,0.904,0.9,0.9,94.4,90,90,90,1
1,2022,0.9027,0.8977,0.8977,89.93,89.77,89.77,89.77,2
1,2022,0.9006,0.8967,0.8967,94.4,89.67,89.67,89.67,1
1,2022,0.9,0.8966,0.8966,89.93,89.66,89.66,89.66,2
1,2022,0.8971,0.8959,0.8959,89.93,89.59,89.59,89.59,2
1,2022,0.8969,0.8937,0.8937,94.4,89.37,89.37,89.37,1
1,2022,0.8959,0.8937,0.8937,80.78,89.37,89.37,89.37,4
1,2022,0.8944,0.8914,0.8914,94.4,89.14,89.14,89.14,1
1,2022,0.8937,0.8731,0.8731,89.93,87.31,87.31,87.31,2
1,2022,0.8935,0.8634,0.8634,94.4,86.34,86.34,86.34,1
1,2022,0.8914,0.8634,0.8634,89.93,86.34,86.34,86.34,2
1,2022,0.8731,0.7377,0.7377,80.78,73.77,73.77,73.77,4
1,2022,0.9067,0.7338,0.7338,89.93,73.38,73.38,73.38,2
4,2022,0.8977,0.8966,0.8966,94.4,89.66,89.66,89.66,1
4,2022,0.8966,0.8943,0.8943,94.4,89.43,89.43,89.43,1
4,2022,0.8908,0.8891,0.8891,94.4,88.91,88.91,88.91,1
4,2022,0.8857,0.8857,0.8857,89.93,88.57,88.57,88.57,2
4,2022,0.8703,0.8703,0.8703,80.78,87.03,87.03,87.03,4
4,2022,0.8389,0.8389,0.8389,83.89,83.89,83.89,83.89,3
2,2022,0.952,0.952,0.952,95.2,95.2,95.2,95.2,1
2,2022,0.9284,0.899,0.899,90.88,89.9,89.9,89.9,2
2,2022,0.9237,0.895,0.895,85.88,89.5,89.5,89.5,3
2,2022,0.9174,0.8895,0.8895,83.83,88.95,88.95,88.95,3
2,2022,0.9079,0.8879,0.8879,90.88,88.79,88.79,88.79,2
2,2022,0.906,0.8853,0.8853,95.2,88.53,88.53,88.53,1
2,2022,0.9037,0.8821,0.8821,80.93,88.21,88.21,88.21,4
2,2022,0.899,0.8805,0.8805,88.44,88.05,88.05,88.05,3
2,2022,0.8989,0.8726,0.8726,83.83,87.26,87.26,87.26,3
2,2022,0.8979,0.87,0.87,95.2,87,87,87,1
2,2022,0.8953,0.869,0.869,95.2,86.9,86.9,86.9,1
2,2022,0.895,0.8684,0.8675,90.88,86.84,86.84,86.75,2
2,2022,0.8925,0.8675,0.8663,83.83,86.75,86.75,86.63,3
2,2022,0.8895,0.8663,0.8647,80.93,86.63,86.63,86.47,4
2,2022,0.8879,0.8647,0.8631,90.88,86.47,86.47,86.31,2
2,2022,0.8832,0.8631,0.8605,95.2,86.31,86.31,86.05,1
2,2022,0.8805,0.8579,0.8579,90.88,85.79,85.79,85.79,2
2,2022,0.8774,0.8563,0.8563,95.2,85.63,85.63,85.63,1
2,2022,0.8768,0.85,0.85,80.93,85,85,85,2
2,2022,0.8753,0.8447,0.8447,95.2,84.47,84.47,84.47,1
2,2022,0.8705,0.8437,0.8437,95.2,84.37,84.37,84.37,1
2,2022,0.87,0.8432,0.8432,80.93,84.32,84.32,84.32,4
2,2022,0.869,0.8421,0.8421,80.93,84.21,84.21,84.21,4
2,2022,0.8679,0.8375,0.8375,90.88,83.75,83.75,83.75,2
2,2022,0.8663,0.8332,0.8332,90.88,83.32,83.32,83.32,2
2,2022,0.8631,0.8263,0.8019,83.83,82.63,82.63,80.19,3
2,2022,0.8574,0.7668,0.7668,90.88,76.68,76.68,76.68,2
2,2022,0.8563,0.7663,0.7663,80.93,76.63,76.63,76.63,4
2,2022,0.85,0.7595,0.7595,85.88,75.95,75.95,75.95,3
2,2022,0.8447,0.75,0.7374,90.88,75,75,73.74,2
2,2022,0.8421,0.6584,0.6584,90.88,65.84,65.84,65.84,2
2,2022,0.8332,0.8979,0.8979,80.93,89.79,89.79,89.79,4
2,2022,0.7668,0.8832,0.8832,88.44,88.32,88.32,88.32,3
2,2022,0.6584,0.8668,0.8668,88.44,86.68,86.68,86.68,3
1,2022,0.9588,0.9588,0.9588,95.88,95.88,95.88,95.88,1
1,2022,0.9543,0.9506,0.9506,95.88,95.06,95.06,95.06,1
1,2022,0.953,0.9503,0.9503,95.88,95.03,95.03,95.03,1
1,2022,0.952,0.9487,0.9487,95.88,94.87,94.87,94.87,1
1,2022,0.9506,0.946,0.946,94.75,94.6,94.6,94.6,2
1,2022,0.9503,0.945,0.945,94.75,94.5,94.5,94.5,2
1,2022,0.9487,0.9447,0.9447,95.88,94.47,94.47,94.47,1
1,2022,0.9467,0.9445,0.9445,95.88,94.45,94.45,94.45,1
1,2022,0.946,0.9433,0.9433,94.42,94.33,94.33,94.33,2
1,2022,0.945,0.9431,0.9431,94.75,94.31,94.31,94.31,2
1,2022,0.9447,0.9427,0.9427,95.88,94.27,94.27,94.27,1
1,2022,0.9445,0.9423,0.9423,94.75,94.23,94.23,94.23,2
1,2022,0.9441,0.9419,0.9419,94.75,94.19,94.19,94.19,2
1,2022,0.9434,0.9418,0.9418,95.88,94.18,94.18,94.18,1
1,2022,0.9431,0.9381,0.9381,94.75,93.81,93.81,93.81,2
1,2022,0.9427,0.938,0.938,95.88,93.8,93.8,93.8,1
1,2022,0.9427,0.9257,0.9257,94.75,92.57,92.57,92.57,2
1,2022,0.9423,0.9234,0.9234,94.75,92.34,92.34,92.34,2
1,2022,0.9418,0.9163,0.9163,94.75,91.63,91.63,91.63,2
1,2022,0.9415,0.9137,0.9137,95.88,91.37,91.37,91.37,1
1,2022,0.9375,0.9131,0.9131,95.88,91.31,91.31,91.31,1
1,2022,0.9367,0.9126,0.9126,95.88,91.26,91.26,91.26,1
1,2022,0.9367,0.9068,0.9068,95.88,90.68,90.68,90.68,1
1,2022,0.9347,0.8989,0.8989,95.88,89.89,89.89,89.89,1
1,2022,0.9257,0.8888,0.8888,86.93,88.88,88.88,88.88,3
1,2022,0.9163,0.8605,0.8605,84.91,86.05,86.05,86.05,4
1,2022,0.9137,0.8503,0.8503,84.91,85.03,85.03,85.03,4
1,2022,0.9131,0.9434,0.9434,85.87,94.34,94.34,94.34,3
1,2022,0.9126,0.9427,0.9427,84.91,94.27,94.27,94.27,4
1,2022,0.9068,0.9415,0.9415,84.91,94.15,94.15,94.15,4
1,2022,0.8989,0.9375,0.9375,84.91,93.75,93.75,93.75,4
1,2022,0.8888,0.9367,0.9367,94.75,93.67,93.67,93.67,2
1,2022,0.8748,0.9367,0.9367,94.75,93.67,93.67,93.67,2
3,2022,0.9487,0.9487,0.9487,94.75,94.87,94.87,94.87,2
3,2022,0.9441,0.9441,0.9441,94.75,94.41,94.41,94.41,2
3,2022,0.9353,0.936,0.936,94.75,93.6,93.6,93.6,2
3,2022,0.928,0.9353,0.9353,95.88,93.53,93.53,93.53,1
3,2022,0.9251,0.9338,0.9338,95.88,93.38,93.38,93.38,1
3,2022,0.9225,0.928,0.928,95.88,92.8,92.8,92.8,1
3,2022,0.9185,0.9251,0.9251,95.88,92.51,92.51,92.51,1
3,2022,0.9179,0.9225,0.9225,94.75,92.25,92.25,92.25,2
3,2022,0.9159,0.9185,0.9185,94.75,91.85,91.85,91.85,2
3,2022,0.9119,0.9179,0.9179,95.88,91.79,91.79,91.79,1
3,2022,0.9103,0.9167,0.9167,95.88,91.67,91.67,91.67,1
3,2022,0.9093,0.9159,0.9159,95.88,91.59,91.59,91.59,1
3,2022,0.9082,0.9108,0.9108,95.88,91.08,91.08,91.08,1
3,2022,0.9067,0.9103,0.9103,95.88,91.03,91.03,91.03,1
3,2022,0.9051,0.9093,0.9093,84.91,90.93,90.93,90.93,4
3,2022,0.9046,0.9092,0.9092,94.75,90.92,90.92,90.92,2
3,2022,0.9042,0.9082,0.9082,94.75,90.82,90.82,90.82,2
3,2022,0.9036,0.9056,0.9046,95.88,90.56,90.56,90.46,1
3,2022,0.9031,0.9046,0.9036,94.75,90.46,90.46,90.36,2
3,2022,0.9026,0.9036,0.9031,95.88,90.36,90.36,90.31,1
3,2022,0.902,0.9031,0.902,94.75,90.31,90.31,90.2,2
3,2022,0.9011,0.902,0.9011,95.88,90.2,90.2,90.11,1
3,2022,0.901,0.9011,0.901,95.88,90.11,90.11,90.1,1
3,2022,0.901,0.901,0.9008,94.75,90.1,90.1,90.08,2
3,2022,0.9008,0.9008,0.8974,95.88,90.08,90.08,89.74,1
3,2022,0.8993,0.8993,0.8971,94.75,89.93,89.93,89.71,2
3,2022,0.8964,0.8974,0.895,95.88,89.74,89.74,89.5,1
3,2022,0.8964,0.8971,0.8938,95.88,89.71,89.71,89.38,1
3,2022,0.8938,0.895,0.8933,94.75,89.5,89.5,89.33,2
3,2022,0.8926,0.8938,0.8924,94.75,89.38,89.38,89.24,2
3,2022,0.8924,0.8933,0.8913,94.75,89.33,89.33,89.13,2
3,2022,0.8913,0.8924,0.89,94.75,89.24,89.24,89,2
3,2022,0.89,0.8913,0.8887,94.75,89.13,89.13,88.87,2
3,2022,0.8887,0.89,0.8887,95.88,89,89,88.87,1
3,2022,0.8887,0.8887,0.8882,94.75,88.87,88.87,88.82,2
3,2022,0.8877,0.8887,0.8877,84.91,88.87,88.87,88.77,4
3,2022,0.8867,0.8877,0.8867,94.75,88.77,88.77,88.67,2
3,2022,0.8858,0.8867,0.8846,94.75,88.67,88.67,88.46,2
3,2022,0.8846,0.8846,0.8846,95.88,88.46,88.46,88.46,1
3,2022,0.8846,0.8846,0.8831,84.91,88.46,88.46,88.31,4
3,2022,0.8831,0.8831,0.8779,95.88,88.31,88.31,87.79,1
3,2022,0.8826,0.8826,0.8774,95.88,88.26,88.26,87.74,1
3,2022,0.8813,0.8779,0.8774,94.75,87.79,87.79,87.74,2
3,2022,0.8774,0.8774,0.8749,95.88,87.74,87.74,87.49,1
3,2022,0.8774,0.8774,0.8738,85.87,87.74,87.74,87.38,3
3,2022,0.8749,0.8749,0.8708,94.75,87.49,87.49,87.08,2
3,2022,0.8708,0.8741,0.8684,84.91,87.41,87.41,86.84,4
3,2022,0.8684,0.8708,0.8659,94.75,87.08,87.08,86.59,2
3,2022,0.8659,0.8684,0.8637,84.91,86.84,86.84,86.37,4
3,2022,0.8647,0.8659,0.8636,94.75,86.59,86.59,86.36,2
3,2022,0.8637,0.8637,0.8606,94.75,86.37,86.37,86.06,2
3,2022,0.8636,0.8636,0.858,88.88,86.36,86.36,85.8,3
3,2022,0.8606,0.8606,0.8574,94.75,86.06,86.06,85.74,2
3,2022,0.858,0.858,0.8503,94.75,85.8,85.8,85.03,2
3,2022,0.8574,0.8574,0.8462,86.93,85.74,85.74,84.62,3
3,2022,0.8503,0.8503,0.8431,84.91,85.03,85.03,84.31,4
3,2022,0.8492,0.8462,0.8421,84.91,84.62,84.62,84.21,4
3,2022,0.8462,0.8431,0.8374,86.93,84.31,84.31,83.74,3
3,2022,0.8431,0.8421,0.8335,88.88,84.21,84.21,83.35,3
3,2022,0.8421,0.8374,0.8292,84.91,83.74,83.74,82.92,4
3,2022,0.8292,0.8067,0.8067,81.42,80.67,80.67,80.67,5
3,2022,0.8185,0.7938,0.7938,94.75,79.38,79.38,79.38,2
3,2022,0.8067,0.7656,0.7656,86.93,76.56,76.56,76.56,3
3,2022,0.7938,0.7215,0.7215,84.91,72.15,72.15,72.15,4
3,2022,0.7656,0.7162,0.7162,84.91,71.62,71.62,71.62,4
2,2022,0.8916,0.8874,0.8874,98.88,88.74,88.74,88.74,1
2,2022,0.8907,0.8768,0.8742,98.88,87.68,87.68,87.42,1
2,2022,0.886,0.8742,0.873,93.67,87.42,87.42,87.3,2
2,2022,0.8753,0.873,0.8547,98.88,87.3,87.3,85.47,1
2,2022,0.8742,0.8605,0.8538,98.88,86.05,86.05,85.38,1
2,2022,0.873,0.8547,0.838,90.87,85.47,85.47,83.8,3
2,2022,0.8605,0.8538,0.8379,98.88,85.38,85.38,83.79,1
2,2022,0.8547,0.8453,0.8368,98.88,84.53,84.53,83.68,1
2,2022,0.8538,0.838,0.8368,93.67,83.8,83.8,83.68,2
2,2022,0.8405,0.8368,0.8353,98.88,83.68,83.68,83.53,1
2,2022,0.8395,0.8368,0.8332,98.88,83.68,83.68,83.32,1
2,2022,0.8395,0.8363,0.8321,98.88,83.63,83.63,83.21,1
2,2022,0.8389,0.8353,0.8295,98.88,83.53,83.53,82.95,1
2,2022,0.8384,0.8332,0.8274,93.67,83.32,83.32,82.74,2
2,2022,0.838,0.8321,0.8268,83.23,83.21,83.21,82.68,4
2,2022,0.8379,0.8295,0.8268,93.67,82.95,82.95,82.68,2
2,2022,0.8373,0.8284,0.8263,98.88,82.84,82.84,82.63,1
2,2022,0.8368,0.8277,0.8258,83.01,82.77,82.77,82.58,3
2,2022,0.8368,0.8274,0.8258,80.8,82.74,82.74,82.58,4
2,2022,0.8363,0.8268,0.8256,98.88,82.68,82.68,82.56,1
2,2022,0.8363,0.8268,0.8253,98.88,82.68,82.68,82.53,1
